title,review
택시운전사,송강호 토마스 크레취만 연기 겁나 잘하네 슬프긴 한데 실제로 그 두분이 아직도 살아계시면 좋은데 돌아가신게 슬픔 이 말 처음 들을 때 뭔가 가슴이 먹먹하고 우울한 그런 느낌 들었음
택시운전사,화려한 휴가 이후로 가장 리얼리티하게  참상을 담은 영화 이당시 난 국민학교 학년 이였지만 기억이 생생하다 보고 있자니 분노가 치민다 전대갈은  죽어서 꼭 지옥에 떨어지길
택시운전사,볼만하다
택시운전사,광주 민주화운동을 소재로 한 영화 입니다 번째 봤는데 오늘이 제일 슬펐습니다 눈물도 엄청 흘렸습니다 몰래 도와준 사람도 많았고 곳곳에 의인도 많이 있네요 그 많은  희생자들이  있어서 광주민주화 운동이 세상에 알려졌네요 감동적인 영화 입니다 지금 친일매국노 문재인 패거리들이  꼬봉 윤석열을  이용해서  이재명대한민국을 죽이려고 별 짓을 다하고 있습니다 우리는 꼭 이길 것 입니다
택시운전사,
택시운전사,역사를 잊은 국민에겐 미래는 없다
택시운전사,꼭 봐야할 영화
택시운전사,민주화 운동에 대한 바탕을 잘 담아냈다
택시운전사,지옥에서 잘지내냐 전대가리야 불어 타 죽어야될 인간이 너무 곱게 죽었네
택시운전사,민주화운동 잊지않겠습니다 그 영화보고 정말 눈물이 많이 났습니다 정말 슬픈일 입니다 사형제도 폐지되어야 합니다 정신병원강제입원법 치료감호소제도 장애인수용시설폐지 되어야 합니다 윤석열대통령은 이 영화를 보면서 깊은 반성의시간을 가져야 합니다 중증장애인 중증발달장애인들도 지역사회에서 살수 있는 세상이 되어야 합니다 민주화운동이 일어나지 않았다면 아마 군사주의에서 계속 살아야 할 것 입니다 세월호사건도 잊지 않겠습니다 여러희생자들을 추모하는 영화입니다 치료감호소법때문에 평생을 밖으로 못 나오는 발달장애인들 많습니다 제독립운동이 나야됩니다 장애인탈시설집회는 제독립운동입니다
택시운전사,좌파들의 선동이라며 보지도 않고 손가락만 바쁘게 움직이는 일베들이 비난하기 충분한 그런 영화
택시운전사,  민주화 운동의 역사늘 담고 있는 영화입니다 의 과정과 광주 시민들의 생각과 마음을 잘 담고 있어 교육 자료로도 좋을 것 같습니다
택시운전사,겨우 년전 이야기
택시운전사,노태우랑 전두환을 쓰레기매립장에 합장해야하는 이유
택시운전사,정말 슬픕니다
택시운전사,너무 가슴이 아프다 광주민주화 운동이 있었기에 월 항쟁이 있었고 지금의 민주주의 사회를 만들 수 있었다 부디 그들의 희생이 헛되지 않았기를 간절히 빌며 일부 정신나간 언론과 그때를 연상케 하는 검찰등 민주주의가 후퇴퇴보하는 일은 없길 바란다 그건 우리 국민들의 의식이 만드는 것이다
택시운전사,한편의 다큐 같은
택시운전사,송강호의 낮고 천한 저질 연기는 년이 지나도 그대로다  망한 쓰레기 저질영화 이런 삼류영화는 이제 이 나라에서 사라져야 한다
택시운전사,저런 개만두 못한 국짐왜구들 찍으면 인간두 아니지요
택시운전사,년이 지나서 다시봤음에도 여전히 흡입력있고 그때 개봉당시 알수 없었던 여러가지 사실에 다시한번 놀람
택시운전사,택시운전사는 광주의 장면을 아름답게 다루었다  그 시절 광주의 모습을 그 참상을 충격적으로 담아냈다 그런 부분만 본다면 이 영화는 정말 좋은 영화다  하지만 김만섭의 행동이 다소 개연성을 넘어서고 있다 개연성을 심각하게 훼손하는 마지막 추격 장면때문에 잘 가고 있던 영화가 갑자기 휘청거렸다는 느낌을 받았다  결말 부분도 힘이 무척 약하다 광주 장면들이 보여주는 생생한 사실감과 충격에 비해  결말은 시시하다고 여겨질 정도다
택시운전사,류준열 배우님  최고예요
택시운전사,전두환 대통령 
택시운전사,아 진짜 학교에서 영화동아리로 이영화봤는데 진짜 너무 감동적이예요 집에서 혼자 슬픈거봐도 잘안우는데 사람이 명 넘는 제 반에서 눈물이 찔끔 났네요 아마 집에서 혼자봤으면 휴지새거 한통 다쓰고 눈겁나 부어있을듯 너무 슬프고 보통 영화평점같은거 안남기는데 이건 진짜안남길수가 없어요 영화 너무 좋았어요 감동도 재미도 다 잡았고 아마 제가 가장좋아하는영화가 타이타닉 에서 택시운전사가 될것같네요  전두환 시방새 진짜 산채로 장기털고 싶다 근데 김사복씨가 왜 피터 한테 왜 잘못된 연락처를 준건지 모르겠어요 음 그것만 빼면 진짜 다좋은것같아요 효과음이나 그런거 다 좋았고 최고예요 한국에 다시 이런 일이 안일어나면 좋겠네요 소중한 희생너무 감사하고 용기있게 시위에 참여해주신분들 너무 감사합니다
택시운전사,이 영화년는 과거 영화는 영화다의형제를 연출했던 영화감독 장훈년생씨와 송강호 단독주연배우와 토마스 크레취만독일배우유해진류준열박혁권정진영최귀화고창석전혜진년생차순배엄태구이정은허정도이용이류태호정석용조승연 등 조단역배우들도 출연하는 드라마 영화입니다 그리고 이 영화의 내용을 보자면 년 월 민주화운동배경으로 나올만큼 암울한 장면만 등장할거같지만 사실은 순수하면서 감성적이면서 재치있는 장면도 연출되기도 한 영화입니다이 영화의 배우 송강호의 명대사광주돈 워리돈 워리 광주
택시운전사,유네스코에 년전 등재 된 것을 영화한 것인데 사실이 아니라는 등당췌 뭔말인지 모르겠다  현실에 살고 있긴 한건지
택시운전사,토론토에 개봉해서 바로 달려가 봤는데 가슴이 먹먹했던 영화 화려한 휴가와 마찬가지로 이 영화는 꼭 봐야 한다 요즘 미얀마 사태보고 많은 걸 느끼는 중
택시운전사,감동
택시운전사,계속해서 기억해야하는 것들 영화 만들어주셔서 감사합니다
택시운전사,전두환 너는 사람이 아니다
택시운전사,민주화를위해 피흘리신 분들에게 너무 감사한  마음이 듭니다 그분들의 희생으로 지금의 시대를 누리고 있네요
택시운전사,김사복은 전두환이 이미 잡아죠졌겠지 살아 있겠어요 마지막 택시 씬은 좀 작위적이라 아쉬웠네요
택시운전사,가슴이 먹먹하고 눈물만 진실을 잊어서는 절대  안됩니다
택시운전사,
택시운전사, 민주화 사건을 책에서도 봤고 학교에서도 배웠는데 이렿게나마 영화로 보니까 더 생생했습니다 진짜 전두환은 나 쁜놈 이 영화 볼때 조금 울었어요
택시운전사,
택시운전사,권력이라는 이름으로 사람을 해하는 것은 용서받지 못합니다 명령이라해도 군인은 민간인을 보호해야 합니다 이념이 달라도 죽이고 싶을 만큼 다르더라도 사람을 해하지는 말아야 겠습니다
택시운전사,전두환이 쿠데타의 명분을 세우기위해 당시 민주화운동을 했던 학생들에게 빨갱이란 딱지를 붙였다 빨갱이 딱지 붙여서 이승만이는 여순학살 제주도민 학살을 자행했고 박정희는 인권을 탄압을 자행했고 전두환이는 거기에 불꽃이 되어 자국민을 학살했지 이쯤되면 빨갱이 원조 김일성에게 금으로 씌운 공로탑이라도 세워줘야 하는것 아닌가 연산군이 가장 두려워한것은 역사였다 이승만 박정희 전두환은 역사가 두고두고 심판할 것이다 더불어 국민들의 민주의식도 그만큼 성숙해야 할것이다
택시운전사,마지막 신파만 아니라면 점인데 그놈의 신파가 좀 적당히 하지
택시운전사,그랬던 살인마 전두환이 창당한 이미 소멸되었어야할 정당이 대한민국에 아직도 존재함에 비애를 느낍니다
택시운전사,굿
택시운전사,죽일 인간들
택시운전사,격동의 시기 그때의 광주에 있었던것처럼 몰입되던 중 찬물을 끼얹은 추격신
택시운전사,다시 봐도 눈물 나는 영화 그 시절 그 때 지켜주셔서 감사합니다
택시운전사,광주민주화운동을 그린 영화들 중 단연 최고다 영화적 재미까지도
택시운전사,불과 년전 군인이 자국민에게 총을 난사하던 가슴아픈 우리의 역사  잔인하게 슬픈 역사적 사실을 감동과 재미 여러가지 감정을 섞어 몰입하게끔 만든 감독에게 찬사와 감사함을 전한다
택시운전사,
택시운전사,시킨놈도 죽이고 쏜 놈도 죽이자 쏜 놈들 개 쫄리지
택시운전사,역사를 살아낸 평범한 분들의 위대한 양심 연대
택시운전사,
택시운전사,가슴 아픈 역사 연기도 너무 좋았고 잘 봤습니다 마지막 택시들과 추격신은 안 넣는게 나았을텐데 아쉽네요
택시운전사,절대 잊어선 안되는 민주주의의 불꽃 광주의 그해 여름 볼때마다 잔혹한 역사에 울분이 샘솟는 영화 
택시운전사,진짜다시봐도실화라는게 
택시운전사,
택시운전사,전대가리야 밥 잘 쳐먹고있냐
택시운전사,
택시운전사,와진짜 말이 필요없다너무 슬프고 안타깝다 실제라서 더욱 진지하게 봤는데 후반부에서 눈물이 계속 나왔네요  덕분에 우리가 민주주의 사회에서 살고있어요  영화를 다 보고나니 기분이 이상하네요 모든 감정이 섞여있네요  정말 좋은 영화에요그때  얼마나 아팠을까얼마나 힘들었을까를 느끼게해주고정말 이 가슴 아픈 사건을 잊지말자고 다짐을 하게되었어요 너무 감동적이네요  이런 영화 만들어주신  장훈 감독님 감사합니다
택시운전사, 민주화 항쟁으오 민주화를 이루어 준 당신들 덕분에 이렇게 편하게 앉아 민주주의 사회에서 살고 있습니다 감사합니다 우리는 광주에 빚을 졌군요
택시운전사,굿
택시운전사,말이 필요없는 영화입니다 최고라는 뜻
택시운전사,완벽
택시운전사,
택시운전사,장훈 감독님의 최고의 명작입니다  광주 민주화 운동을 일반인의 눈으로 보여주는 건 좋은 생각이고 데모하셨던 분들이 겪으신 고통을 잘 보여주는 영화입니다 송강호의 대단하신 연기는 꼭 웃게도 할 거고 울게도 할 겁니다   프로덕션  스토리  재미 
택시운전사,
택시운전사,아니 여기 평가도 좋은데 평테가 겨우 지역감정 때문인건가 나는 몇번 보아도 정말 재미있고 감동스럽던데 
택시운전사, 빨갱이니 애쓰네 
택시운전사,송강호가 좌빨영화에 종종 출연하네  은 내란폭동이 팩트이다 
택시운전사,넷플릭스에 있어서 봤는데 가슴이 아프고 눈물이난다  전두환 죄값 받아야하며 일베 및 미통당 망언하는 애들은 진짜 처벌 받아야한다
택시운전사,광주토박이인데 보면서  슬픔과  고통에  괴롭고 그 시대에 맞서싸운 광주사람들의 용기에 감사하고 가슴이 먹먹해요 이게 정녕 한국에서 일어난 일이 맞나요무서워 무섭다 세상이
택시운전사,
택시운전사,잊지 말아야 할 우리 역사 한토막 외신기자와 택기기사의 관점에서 본 
택시운전사,점으로도 부족합니다  난 과연 저들처럼 용감할 수 있을까  
택시운전사,코끝이 찡해지네요 
택시운전사,금방  에서  봤습니다 빨갱이라고 외치는 일베들에게 분노하며 지금껏 희생자이며 연좌죄로  피눈물 흘렸을 가족들 생각하니 눈물이 났습니다
택시운전사,광주 민주화 운동절대로 잊지 않겠습니다 역사를 잊은 민족에겐 미래는 없다
