title,review
공조,
공조,아놀드 나오는 거  그게 무슨 영화였더라
공조,
공조,이 영화년는 년생의 김성훈감독작이자 현빈유해진김주혁 주연배우와 윤아장영남이동휘공정환이해영신현빈박민하전국환엄효섭이이경정재성 등 조연배우들도 출연하기도 한 액션스릴러코미디 영화입니다 이 영화에서 북한 형사 림철령현빈과 대한민국 형사 강진태유해진이 둘이 복잡미묘하고 재치있고 힘겹게 협조를 하며 만악의 근원이자 최종보스인 공작원 차기성김주혁을 체포하기 위해 특유의 작전을 펼치는 모습을 보여서 특유의 재미를 선사하기도 하였습니다 그래서 이 영화가 흥행을 성공을 할 수있게 되었고요
공조,이게 영화냐
공조,점 없어서 아쉽다
공조,킬링타임용으로 괜찮습니다
공조,마지막 동판 처리와 그 후 책임은 아쉽네
공조,이 정도면 나름 굿
공조,
공조,현빈김주혁만 멋집니다 시나리오 완성도 너무 허접하네요  이제 딴것보다 허접한 시나리오는 못봐주겠어요
공조,액션 하나만은 그럭저럭
공조,딱  
공조,배우들  연기는 평균 이상인데  액션신 총격신 연출이  마이 부족함
공조,윤아 
공조,장영남이  며짤
공조,김주혁  킬타로 잼께볼만한영화임
공조,김주혁 배우님 그립네요
공조,대박  잼났던 편  이제  편이 곧 개봉하죠 현빈과 유해진의 합이 너무 좋았고 액션이면 액션  코미디면 코미디 뭐 하나 부족함 없던 영화 그래서 편이 넘 기대됨
공조,멋짐 폭발 유머 빵빵 남북한 형사의 공조수사가 흥미롭다 단 클라이막스가 조금 아쉽다  전체적으론 재밌다
공조,초반 액션씬볼만함 욕많이하고 조폭들싸우고 이런영화보단괜찮음
공조,현빈 유해진 그리고 김주혁  김주혁 빌런으로 카리스마 넘쳤는데 독전도 그랬고 안타까운 배우
공조,곧 후속편 개봉하는데 기대됩니다 
공조,역시  우리나라영화는 잘 나가다가 결말이  김빠짐  대  으로 싸워서  악당은 죽고 주인공은 살고  유치뽕짝
공조,
공조,잼있구만
공조,적절한 코미디가 웃겨요
공조,이딴걸 영화라고 개연성 도 없는걸 진짜 제작자가 이딴 시나리오보고 콜 했다는게 놀랍다
공조,현빈 팬여러분 저같은 사람들은 현빈 위해서 희생하라고 있는 사람이죠 당신들이 원한다면 그렇게 할까요  저는 빡돌거든요  왜 나한테 이런걸 바라지해서
공조,빈님 이렇게 엑션도 잘했나 세번봤는데또 보고싶네
공조,현빈과 액션만 해도 충분 스토리도 끊임없이 긴장감 있고좋네요
공조,완벽하네요 액션도 진짜 대박이고 유머코드도 좋고 감동도 있고 음향에 연출까지 완벽했음 김주혁 너무 그립고 아까운 배우네요 저렇게 카리스마가 폭발하고 개성강한 배우였는데
공조,재밌게봄 편 기대중
공조,현빈얼굴이 열일함
공조,현빈님 출연만으로도 점 공조 기대할게요
공조,재밌네요
공조,현빈 유해진 케미가좋네요
공조,몇번 봐도 잼있어요
공조,극과 극의 외모 다시봐도 잼나요
공조,김주혁 그립습니다
공조,또 봐도  두배우 역시 멋있읍니다
공조,윤아 넘 이쁘네요 
공조,재미있고 유쾌하다
공조,현빈이 멋있고 연기도 잘함 재미없음
공조,많은 관객이 볼만하다 허리우드식 냄새가 나기는 해도 이제 우리 영화도 수준이 예전 같지 않다
공조,현빈오빠
공조,볼만합니다
공조,무조건 재밌음
공조,전형적인 한국 영화 패턴 어설픈 개그 개연성 없는 추리 방식 이상한 퍼즐 같은 스토리
공조,
공조,
공조,나는 윤아양이 좋아용
공조,잼나게 봤네요  공조 도 기대기대
공조,
공조,현빈과 유해진의 멋진조화  오락물로서 더 바랄게없다 막판에 처제는 어디로 갔을까 
공조,스토리는 뻔하지만 액션은 굿
공조,
공조,재미있었어요
공조,너무 재밌게봤네요
공조,끔찍하게 재미 없음
공조,개연성 도 없음
공조,현빈의 액션간지쩔긴 하는데 분량 부족윤아의 짱귀여움 그것 말곤 없다 시사회 팬 미팅때 윤아야 다리가 못 나도 너무 못 났다뼈만 앙상한데 엄청나게 휘기까지
공조,현빈 유해진 김주혁 장영남 데리고 모하는곤지
공조,착하게 끝내야지라는 강박증
공조,윤아가 핵존예라서 점임 윤아 핵존예 그리고 윤아 정말 청순하고 예뻐요 세젤예 윤아 연기만으로도 점이 부족한 영화 윤아 스크린데뷔 축하
공조,
공조,
공조,
공조,굳
공조,더럽게 재미없음 폼잡는거말고 아무 연기도 안되는 현빈과 빈약한 스토리
공조,현빈 멋져요
공조,
공조,방금 넷플릭스에서 보고 왔는데 이게 어떻게 백만이 됐지 이해가 안 가네 
공조,유해진의 가볍게 웃을만한 연기 현빈의 멋있는 액션 김주혁의 카리스마 윤아의 푼수 연기는 좋았다만은 정작 각본이나 영상은 창작이 없다고 느낄뿐더러 재미는 더럽게 없고 해외영화를 표절했다는 느낌이 더욱 강하다
공조,재밌네요
공조,난 개인적으로 괜춘 코믹도 있고 현빈 액션도 급이 좀 다른 긋 하다
공조,
공조,
공조,역시 현빈 
공조,김주혁을 또 생각나게 하는 작품 여기서 현빈이 북한 말 배웠구만 기래
공조,년대 홍콩영화 같지만 그냥 볼만합니다 
공조,두번째 보았는데  현빈인줄은  몰랐네요 잘 생기기도 했지만  연기를 참 잘하는 배우 목소리도 매력있고  키도 훤출  흠 잡을 것이 없네요
공조,재밌구만
공조,잼나는구만
공조,전 재미있게 봤습니다지루하지도 않고
공조,년에 개봉한 레드히트 그대로 표절한 개 쓰레기영화 감독은 얼마나 능지가 딸리길래 시나리오 쓸 능력도 없어서 옛날영화 그대로 베껴오냐 
공조,개연성 지로
공조,대한민국에서 연기의 자연스러움은 유해진이 원탑이다 
공조,
공조,
공조,이건 현빈 액션콤보가  화제였다
공조,
공조,역시 유해진 
공조,킬링타임용으로 무난함 공조가 기대됨
공조,
공조,
공조,남북 공조보다 어려윘던 유머 공조
공조,
공조,유해진 개그연기 대박 
공조,영화 보면서 다음에 나올 장면과 결말이 보이더라
공조,아저씨 신드롬을 이을 자는 누군가  
공조,레알 밥도둑임
공조,아주 마음에 들었던 남북 첩보 액션 영화였다 우리 윤아가 나와서 더더욱 좋았다
공조,대한민국의 경찰이 다 그런건 아니겟지만 영화속 경찰은 정말 어설픔이 너무 많아 무진장 실망 햇네요 액션이나 이런 부분이야 무술 감독님이 잘 짜 넣은 부분이 만족도  정도 지만 총기 액션 씬이나 범인을 잡으로 또는 법인과 대치 하는 사항을 보면 너무 어설퍼 웃음이 나올수 밖에 없는 상황을 만들고 각각의 배우들의 몰입도가 역시 배우구나 하는 감동을 느끼게 하지만 주인공인 유해진의 영화속 케릭터는 진짜 대한민국 경찰들을 너무 실망 스럽게 여겨질정도로 슬픔을 유발 하고 있고 현빈의 장점이 부각 되는 부분도 많지만 사투리 적인 요소가 참으로 아쉽게 보이네요 전체 흐름은 만족하나 각각의 개인적 성향이 부각되는 부분에서 참으로 아쉬운부분이 많아 안타깝습니다 고 김주혁의 눈빛과 표정 전체 분위기가 참으로 멋졌
공조,재밌게 봤네요 현빈 멋있네요 유해진 인간미 
공조,아주 재미있었다 우리 윤아가 나와서 더더욱
공조,
공조,
공조,
공조,
공조,역쉬 믿고 보는 현빈영화 공조 기대합니다
공조,꿀잼
공조,
공조,공조얼른 찍기바람 태펑해진캐미 넘좋음
공조,북한 남한 공조수사 누가 이런 생각을 했을깐
공조,노잼 노잼
공조,
공조,
공조,배우 연기는 좋아요 스토리 구성이 아쉽네요
공조,
공조,현빈의 비주얼과 인간미 풀풀 풍기는 유해진의 만남
공조,
공조,
공조,
공조,썩 어울리는 케미
공조,대단하다
공조,터널에서 그라믄 못써 암만
공조,고조 공조가 쉽겠시요
공조,현빈의 액션이 진짜같아서 몰입이 잘되었다
공조,완존꿀잼
공조,
공조,다른건 그냥그저 그랬는데 음악은 정말이지 개쓰레기  어떻게 영화음악을  저딴식으로 만드는지 그냥 단란주점에서 나오는 정도   이동휘 연기력은 참 좀 연습을 하던지 그만두던지 해라
공조,
공조,현빈 넘 멋지당
공조,
공조,이런 영화 너무 많아서 헷갈렼근데 유해진 연기 맛깔났던게 기억나네
공조,
공조,
공조,
공조,
공조,
공조,마지막 약간 아쉽 
공조,재밌게 잘봤습니다
공조,현빈 유해진 최고의 콤비네이션  김주혁의 명품 연기  유쾌 상쾌 통쾌한 액션
공조,재밌었음 현빈 때문에 눈호강
공조,
공조,
공조,스토리는 그다지 심심할 때 집에서 볼만함  배우들 덕에 재밌게 봤네요
공조,
공조,
공조,김주혁만 생각나는 영화   연기 쩔었는데  안타깝다
공조,재앙이가 좋아하것네
공조,의 팩트와 의 양념을 버무린 다큐  양념 조금 더 쳤으면 하는 아쉬움에 점
공조,
공조,
공조,잼있음
공조,
공조,생애 처음 미국을 가면서 기내에서 본 영화
공조,
공조,그냥 주혁씨 본걸로 만족  
더 킹,더 울프오브 월 스트리트 랑 비슷한느낌
더 킹,적어도 있때 까지는 어느 정도 과장된 부분이 있다고 생각했다 헌데 지금보니 있는 그대로 만든 매우 사실적인 영화이다 감독은 극사실주의 영화를 만드는 역사가 였다
더 킹,몇일전 에서 해줘서 봤다 정우성 연기 심각하더라 국어책을 읽더군요 우와 진짜 연기 어쩜 그렇게 못하는지 극장가서 돈주고 안보길 잘했지
더 킹,하이퍼리얼리즘 이 영화는 재평가 시급하다 개봉 했을 때는 왜 내용이 이렇게 중구난방이지 했는데 요즘 보니까 다큐멘터리였음
더 킹,영화가 살아있네
더 킹,다시봐도 명작이다
더 킹,지금 재개봉해도 킹
더 킹,와
더 킹,별로 기대 안했는데 정성들여 만들었네 결말 제외하면 현실적인 다큐멘터리급 스토리 
더 킹,지금 눈 내리고 매화 향기 홀로 아득하니 내 여기 가난한 노래의 씨를 뿌려라  다시 천고의 뒤 백마 타고 오는 초인이 있어 이 광야에서 목 놓아 부르게 하리라
더 킹,영화가 과한게 아닌 정말 현실로 벌어지고 있는걸 미리 예견
더 킹,다큐멘터리영화
더 킹,영화적으론 그냥 또 한편의 마틴 스콜세지의 사생아들이 만든 영화이지만  서사를 보면 가까운 현대사를 스치면서 역사에 턱걸이 하는 영화이기도 하다 한국의 권력 구조의 상단에 선 그러니까 바로 최고 권력 밑에 군림하면서 마치 지들이 왕인양  야비한 권력을 행사하던 검사들의 양아치쉽을 적나라하게 드러낸다  아쉬운 건 여타 갱스터무비들의 전형을 그대로 답습하고 있는 바  서양 서사의 고전적 맥을 이은 갱스터무비라 해도 무방 깡패를 검사로 치환 절대권력을 가지고 싶은 모조품들의 흥망성쇄가 주된 네러티브인지라  실제적으론 한국의 사회를 관통하는 부조리에 대한  해답은 그냥 역대 대통령들 얼굴처럼 스케치만 되고 관객에게 맡겨버린다  그래서 관객이 왕이 된다 감독이 더 적극적이었더라면 훨씬 더
더 킹,검찰조직 속 한무리의 실체 딱 현실
더 킹,재밌다
더 킹,
더 킹,권력이 무섭고 위험한 이유
더 킹,이 때는 말도 안된다고 생각했는데 지금보니까 순화버전임
더 킹,영화 내용은 현실이지만 결과는 현실과 너무나 다른 영화 언제쯤 노무현 대통령이 꿈꾼 정의가 이기고 국민이 주인인 대한민국이 될 것인가 생각하게 만든 영화
더 킹,딱 지금 얘기는 년에 선견지명 한 영화
더 킹,개봉 당시에는 재미로 봤는데  지금 다시 보니 이건 윤석열 탄생 예언서이다  영화에서의 한강식은 실패했지만  윤석열은 결국 모든 권력을 차지하는데 성공했다  이건 재개봉 했으면 좋겠다
더 킹,선경지명
더 킹,새삼놀랍다
더 킹,우리 모두가 꼭 봐야할 아주 좋은영화 강추
더 킹,누구랑 너무 비슷하다 큰일에 무당에 의지하는 짓까지 내부자들 과 함께 소오름 돋는 현실보다 더 현실같은 걸작
더 킹,오랜만에 다시 봤는데 이거 최고다 모든 면에서 끝내준다  정말 재밌다
더 킹,보면서 엿같은  현실 언제 끝날까
