title,review
미이라,
미이라,영화관에서 봤는데 지루해서 잠 오는줄 그만큼 재미가 없었음
미이라,자 그만 끝내자  혼자 당하는건 억울해   평점을 속여서라도 꼭 보게 만들어야 할 톰크루즈의 망작 스토리 전개에 개연성도찾을수없다
미이라,밋밋하다
미이라,
미이라,년작 미이라가 더 재밌었던 거다
미이라,예쁜 미라를 보고싶으면 강추
미이라,볼만한게 팩트인듯
미이라,내가 알고있던 영화의 시리즈인줄 알았는데 아니었네 뭔가 이야기 전개가 급박하게 전개되다가 급마무리 지어지는듯한 느낌도 없지않아 있었지만 나름 재밌게 잘 풀어낸거 같다 톰크루즈 형님의 코믹 연기도 잘 어울리고 여자 악역도 예쁘고 
미이라,여자가 악당이라구 평점테러한거야 잼있는데
미이라,점 짜리 영화 네이버 평점 알바들이 다음으로도 기어왔나
미이라,보고싶다 몬스터유니버스
미이라,졸았다  흠
미이라,개노답 고도 에 까마귀 떼가 있질 않나 형체 그대로 있는 군인시체인데도 신원미상  해놓질 않나 바에서 나오자마자 갑자기 위험해지니 눈 앞에 있는 바로 돌아가는게 아니라 딴 곳으로 새지를 않나 손가락 한마디 만한 거미가 목을 기어 올라가는데 모르질 않나 터널 안에서 눈 앞에 있는 미이라 보고도 모른척 하고 뒤돌아서 닉 찾질 않나  미이라와 닉 일행이 같이 물에 빠졌을때 미이라가 수영을 못해서 밑으로 가라앉아 살았는데 바로 다음 씬에서는 미이라들이 수영  개잘하면서 쫓아옴 아니 근데 특히 미이라 못본척 하고 돌아보는거 이건 편집을 일부러 안한것 같은데 
미이라,엥 재밌는데 못볼 정돈 아님
미이라,미션임파서블 프리퀄 인줄  그나저나 년이나 지났는데 편은 언제쯤
미이라,
미이라,톰 크루즈 팬만 보시길
미이라,
미이라,
미이라,
미이라,혼자 성대한 파티를 준비하려다 손님들 왔을 때 빈대떡 한 바가지 주고 돌아가라는 상황
미이라,
미이라,
미이라,꿀잼  오랜만에 으로 보니 더 꿀잼 역시 톰크루즈 네요
미이라,여자주인공 진심 대사가 닉 닉 이거뿐임민폐캐
미이라,톰크루즈외 여자주인공 너무이뻐요
미이라,볼만하네요 후속작도 기대합니다
미이라,인물마다 이상한 캐릭터 설정으로 거부감이 들지만 특수효과나 는 볼만하다 당연히 후속편을 예상할 수 있는 결말 잭 리처처럼은 되지 않길 아마네트 역의 소피아 부텔라의 매력이 돋보인다 킬링타임용 웰메이드 
미이라,스토리가 너무 얆다
미이라,허무자체네요  해골들 불쌍하다  몸도 으스러지는데 무슨 사람을 제압 한다고 설정 했는 지 억지로 짜맞추는 느낌에  여자 배우는 초인 이네요 날아가도 잘 달리고 만화도 아니고 톰이 왜 출연 했는지  의문이 들어요
미이라,핵노잼 산만  그 자체
미이라,
미이라,스토리가 산으로 간다 설마 편 나오면 미친것임 
미이라,뭐지 
미이라,진심으로 넘 재미없다  쯥
미이라,톰크루저 성님 잘생김
미이라,갑자기 지킬박사와 하이든이 나오는 이유가 뭔지 초중반은 괜찮다가 산으로 가버림
미이라,요즘은 한 편의 영화가 아닌 영화 세계관을 만들어 관객들에게 빨대를 꽂는 것이 요즘 흐름이고 수익구도면에서도 좋은 관계로 그에 맞춰 나온 유니버설의 다크 유니버스 첫 영화 오락영화로는 괜찮았고 재미있게 봤습니다 다만 후속작이 과연 나올지는
미이라,키스해 주세요 윗입술이 부르트도록 키스해 주세요 앞이빨이 쏙빠지도록
미이라,생각보다 그렇게 나쁘지 않았는데 요 유니버스 기대가 된다
미이라, 점이다  욜라 유치하다 이것도 영화라고 된장
미이라,
미이라,톰 행님아 님영화중에 진짜잼업슴
미이라,아마네트 졸귀 존예임 내용 모르겠고 아마네트 이뻐서 재밌었음
미이라,나름 볼만했음
미이라,
미이라,다크 유니버스를 위해 미이라가 제물로 바치고 말았다 즉 이전의 미이라 시리즈 보다 재미가 없다 미이라 특유의 대규모 전투도 없고 세트가 된 주인공이  어떻게 선한 마음만 있다고 해서 인간의 본성을 찾는지도 의문이다 게다가 아마네트가 너무 쉽게 어이없게 죽는다
미이라,
미이라,
미이라,
미이라,이모텝의 미이라에 비해서 재미없다
미이라,쉣 진짜 무서웠다
미이라,톰형 싸다구를 마구 날림
미이라,
미이라,좀비영화인줄 톰형 연기로 점
미이라,
미이라,
미이라,큰화면 빵빵한 싸운드 톰형  세개라도 있으니그나마 보지  톰형이거왜찍은거요 톰형영화중에 젤 재미없수다
미이라,후편이 기대됨
미이라,
미이라,
미이라,탐 형도 정신을 놓을때가 있다 
미이라,
미이라,
미이라,기대안하고 보면 그냥 저냥 볼만함
미이라,
미이라,재밌는데 갑자기 좀비 무엇
미이라,
미이라,
미이라,
미이라,매력적인 아마네트 연기잘하는 러셀크로우 예전 미이라 영화들과 전혀다른 아마네트 스토리 끝이 아쉬운 마무리 다음편 나오려는건가 톰크루즈와 미이라라니 오  했었는데 기대를 너무 많이했었나 적절한 킬링타임용  항상 생각하지만 영화는 누구와 보는지가 중요한것 같습니다
미이라,탐
미이라,
미이라,예전 미이라 시리즈는 십년 넘게 전에 찍었었도 그 당시의 충격과 재미가 아직도 기억에 생생한데 이번 미이라는 생각보다 지루하다 액션씬도 생각보다 별로고 스토리도 그렇게 좋은지는 모르겠음 그나마 판타지 영화 광팬이라 점 줌 킬링타임용으로는 나쁘진 않음
미이라,
미이라,기대보다는 별로다
미이라,너무기대했던걸까
미이라,먼가 톰아저씨
미이라,
미이라,쓰레기
미이라,이야기 캐릭터  등 모든 부분에서 부족함만 가득한 영화
미이라,어쩌다보니 이 영화도 영화관에서 두번 보게 됨 킬링타임용
미이라,
미이라,
미이라,
미이라,역시 인터넷 평점과 감상평들은 믿을 것이 못 됨 오락영화로는 잘 만들어진 작품
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,역시 기대 안하고 봐서 재미있었음
미이라,도대체 왜 톰크루즈 나온 영화 보다가 잠들기는 처음
미이라,코믹했던 전작들의 미이라들이 더 재밌음 미이라 시리즈라 봤지만 톰크루즈의 미이라는 지루함 다음편도 나올듯하지만 제발 기대치에 부응해주길 바람
미이라,
미이라,솔직히점까지는 아니지만 하도 안좋다는사람이 많아서 올려요 우리가 마블에너무 익숙해져있는건아닐까요 평타치고볼만합니다
미이라,정말별루 같은여자지만 여배우 몸매 짱 
미이라,
미이라,진심  영화 보다가 자보긴 처음
미이라,톰형  왜 이걸 찍었어요
미이라,
미이라,죽기전에 콤크루즈 만나서 살려달라고 해야지
미이라,
미이라,내용은 없고 특수효과는 괜찮지만 마블따라하기
미이라,
미이라,
미이라,대단히 지루하고 볼거리 없는 영화
미이라,이모텝 아낙수나문
미이라,내 동심을 더럽혔어
미이라,볼만한 액션 무비
미이라,탐크루즈는 옳다
미이라,우리가 알고 있던 미이라영화가 아닌 미이라영화 다시 돌려주시오 내가 알고 있던 미이라 영화를 
미이라,제법 볼만 하구만
미이라,
미이라,기대이하지만  그냥저냥  볼맘
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,
미이라,에서 틀어줄때 정말 할짓없을때 보면 됨 내돈 이것들아 더럽게 재미도 없고 내용도 없고 
미이라,아마네트 너무 매력있어요 더구나 마지막 뻔한 결말이겠지 했는데 그래도 생각외 반전이었네요
미이라,톰 크루즈와 미이라 하지만 톰 크루즈를 믿고 미이라 시리즈를 워낙 좋아하는 사람으로서 필수로 봐야할 영화였기에 보기로함 역시 톰 크루즈는 최고였고 기존 미이라 시리즈와는 다르게 내용이 전개되는 것 같아 좋았다 다음 편이 나왔으면 하는 인 
미이라,션찮다
미이라,그냥 그랬네요 킬링타임용
미이라,믿고보는 탐형을 의심하게 했던 영화 
미이라,
미이라,보는 시간이 아까웠을 정도로 재미가 없다
미이라,이집트의 악령이 쓰인 미이라와 십자가원정단의 무덤을 억지로 끼워 맞추다보니 이미 정해진 뻔한 스토리에 비쥬얼도  그닥 신선하지도 않고 주인공과 여주관계도 급조되는 등 세밀함이 떨어져 톰크루즈가 분투했지만 지루했다후속을 예고했는데 과연 
미이라,옛날만 못한 영상과 스토리
미이라,
미이라,러셀크로우 정체가 정확하게 표현안됨  톰은 자기잘못으로 저주걸리고 죽기싫어서 런던 사람 다죽게 하더만 원나잇 여자살릴라고 스스로 칼맞고  이집트공주는 다른넘은 초스피드로 흡입하더니 여주는 몇번이나 슬로비디오로 흡입할려다 실패하고  너무식상함 결국 주인공은 살리기위함인데 너무 티가남
미이라,년 미이라 브랜든 프레이저 시리즈 보다 시대도 많이 발전하고 도 수준이 달라져서 깜짝 놀랄만한 영화를 기대했는데 진짜 깜짝 놀랐다 과거 미이라 보다 훨씬 못한 영화를 내놓는거 보고 정글탐험 모험극인 인디아나존스도 현대판으로 기대하고 있는데 이런식으로 만들거면  안 만드는게 낫겠다
미이라,미션 좀비 제거
미이라,
미이라,모래를 뚫고 치솟는 비행기씬은 압권이였다 단점해골들이 좀비 분위기가 아쉬웠고 연출이 너무 액션 위주로 가다보니 미이라의 저주에 의한 공포가 너무 가벼워지면서 전체적으로 무게감이 반감된게 아닌가 싶다 미이라 활약 부분이나 전체적인 분위기를 조금만더 무섭게 연출했으면 정말 대박이였을듯 
미이라,좀비영화라는 혹평이 있어서 별 기대안하고 봤는데 볼만은 했었으나 문제는 좀비가 아니네요  미이라보다 발전된것은 밖에 없는것 같아요 신박한 상상력은 고갈되었나요 이집트 미이라의 저주속으로 투입된듯한 와는 달리 뭔가 겉돌아요 어쩔수 없이 이야기를 풀어나가야 하는데 방어의무전 같은 느낌
미이라,  관람   탐형    이외의 모든 것   미이라탐크루즈 라는 그냥 먹고 들어가는 조합 근데 그래서 인지 스토리가
미이라,극 중 이름 베일 때문에 극의 흐름이 자꾸 끊겼습니다  탐 크루즈 형님 영화 중에서 기본만 한 영화였어요 
미이라,내가 좋은 영화들을 너무 많이 봐서 눈이 높아진건가 이게 재미없는건가 액션은 있는데 지루해 톰 크루즈 러쎌 크로우를 이렇게 써버리다니 배우가 중요한게 아니라 스토리랑 연출이 중요한 거구나 라는걸 깨달았다
미이라,한 편으로 끝내지 그랬어
미이라,미이라  좀비 옵션이라고해도어수선한 스토리 전개딱히기존미이라보다 흥미나 볼거리는 요란하기만하고 그다지 이모텝과 아낙수나문이 다시 보고 싶다
미이라,레이첼 와이즈의 미이라 시리즈에 비하면 는 훌륭해졌을지 모르나 내용 면에서는 너무 빈약한 게 아닌가 싶다 다만 나이에 비해 엄청난 액션을 보여주는 톰 크루즈의 노력에는 박수를 보낸다 
미이라,예고편보고   기대했는데     실망이야   
미이라,
미이라,톰 크루즈도 히어로물의 주인공이 되고 싶은듯 꼭 히어로 물의 프롤로그를 보는 듯한 영화
미이라,뻔한 스토리 뻔한 그래픽
미이라,볼만해요
미이라,탐형의 노익장에 점 드림
