title,review
마스터,재밌고  볼만하네요
마스터,제목이 근데 왜 마스터야개꿀잼인데 제목을 잘못지엇네
마스터,이건 머 그냥 강동원 띄워주기네
마스터,사기꾼들 영화처럼 처벌되길
마스터,배우도 멋지고 이병헌은 역시최고
마스터,강동원 연기 짱
마스터,잼나는데 평점낮아서 보태요
마스터,재밌다
마스터,시나리오가 너무 단편적이고 너무 쉽다 이병헌 연기는 압권이었지만 한결같은 톤의 강동원은 뭐지 이렇게 연기를 못하는 배우였나 싶었음
마스터,플롯이 세밀하지 못한 점이 아쉽지만   그럭저럭 볼만했다
마스터,굿
마스터,조금 완벽하진 않지만 그래도 이 정도면 되었다  역시 믿고 보는 이병헌 강동원  예상보다 평점이 낮네요 훌륭한디
마스터,다들 연기력 최고 기대 없으 봤는데 완전 재밌음
마스터,현실도 영화처럼 될수 있길
마스터,좌빨놈들 진짜 무섭고 집요한놈들이네
마스터,이병헌은 마약같은배우다
마스터,현실성을 적절히 반영한 빛나는 작품
마스터,재밌게 잘봤음
마스터,봐도봐도 당최 끝나질 않네
마스터,재밌어요  현실에서도 정의가 승리하기를
마스터,괜찮은 영화인데 평점이 너무 낮아서 점 줍니다
마스터,킬링타임
마스터,강동원역 재밍 멋쩌부러김재명의 실제인물 이재명
마스터,너무 재밌게 봤어요
마스터,부산상호저축은행
마스터,평점이 왜이리 낮지 이게 재미 없다고 상당히 재미있는데
마스터,이병헌 이땐 정치적 영향은 없어는데 근데 년부터 문정부 꼬 봉 노릇을 왜했지
마스터,
마스터,잼있소
마스터,우연히 봤는데 강추
마스터,아쉬운 두뇌전
마스터,뭐얌 이런영화가 있었으 왜 홍보를 안했댜 나 오늘알았좌놔
마스터,아오이걸왜이제봤을까나 걍 재미짐
마스터,굿 시간가는줄 모르고봤어요 너무 재미있네요
마스터,넘 재밌어요  별로 홍보가 안된게 안타깝네요  김우빈 완전 멋있음 
마스터,범죄 영화라기엔 시시한 구성
마스터,이병헌은 틀린적이 없다
마스터,굳
마스터,
마스터,우연히 보게되었는데 저는 완전 재밌게 봤어요 코로나로 집에서 홈캉스하다가 잼난 영화 얻어걸렸네여 
마스터,왜 뭐 쳐다보면 뭐가 달라져 전 나쁘지 않네 라는 평가
마스터,이 영화 뭐지 재밌는데 가만보니 제목을 잘못 지었다 마스터 느낌이 확 오지도 않고 무슨 의미인지도 모르겠고 제목만 잘 지었어도 더 흥행 했을 듯 이 영화는 정의를 믿는 사람이 만들었구나
마스터,스토리 이외엔 볼게 아무것도 없는영화 액션  영상    모두  꽝
마스터,
마스터,이병헌의 카라스마는 당연 마지막에 강동원 걸어가는 모습 개간지 
마스터,
마스터,며칠전에 봤는데요 출연진의 연기도 끝네주고  내용도 기존의 것들과는 다른 작품성도 있어보였습니다 모처럼 재미있는 영화를 본거같아 좋았습니다 왜 이 영화가 크게 알려지지 않았는지 좀 의아스러웠습니다
마스터,넘 잼있게 봤는데 잼없다는 사람들은 대체 모가 잼있는건지
마스터,
마스터,
마스터,
마스터,
마스터,개재밌네
마스터,사기들의 축제
마스터,
마스터,
마스터,
마스터,
마스터,엉성하고 지루하다 김우빈이 갑자기 착해진 이유가 먼지 연기들도 하나같이 어색 어정쩡하다 이병헌 마저도
마스터,왜케 재미 없냐
마스터,
마스터,이병헌은 외모 자체가 진정한 연기자
마스터,이게 만  꼬레아들 수준이
마스터,강동원은 상황이 달라져도 한결같은 밥맛 떨어지는 똑같은 표정
마스터,오락영화로 아주 좋음 이병헌은 연기력으로는 깔게 없다
마스터,
마스터,
마스터,이 능청스러운 이병헌을 어찌할꼬  세기 한국에서 연기의 신이 있다면 그가 아닐까  만만한 시나리오와 평범한 구성을 이병헌이 하드캐리한다 도둑들과 같이 원싸이드하게 즐기면서 보는 영화
마스터,년 월 일 온 국민을 슬픔에 빠뜨린 세월호 참사사건 모든 언론은 세월호 운영사인 청해진해운의 실소유주로 알려진 유병언 세모그룹 회장 일가를 터는 데 혈안이 돼 있었다 매일 유병언의 도주경로와 신엄마 유병언의 장남 유대균 구원파 이단 등의 얘기가 전 언론을 도배했다 그 때 당시 들었던 생각은 나라 전체가 세월호 참사를 일으킨 원흉 즉 희생양을 찾는 것 같다는 것 유병언이 세월호를 불법 개조하라고 직접 지시한 정황이 발견되지 않은 상황에서 세월호 참사를 일으킨 원흉으로 모든 언론이 그에게 칼자루를 겨눈 것이다 얼마후 매실밭에서 발견된 노숙자로 보이는 시신 하나가 만들어내는 파장은 우리를 패닉으로 몰아갔다 대다수의 국민은 그 시체로 많은 일들이 끝이 날 것으로 생각했지만 유병언에 
마스터,
마스터,굳
마스터,재밌네요
마스터,
마스터,어허
마스터,
마스터,이병헌의 연기는 알짤없다 
마스터,
마스터,
마스터,
마스터,이병헌이 좀 더 독한 악당이었으면 좋았을텐데  지루했다
마스터,기대 않하고 감상했습니다 와이프랑 재미있게 감상했어요  범죄자와 경찰의 수 싸움
마스터,
마스터,
마스터,
마스터,넘넘 잼나게 봤어요
마스터,
마스터,처음 봤을땐 별로 같았으나 다시보니 볼만하면서 재밌다
마스터,코믹합니다
마스터,이병헌 명불허전 
마스터,
마스터,
마스터,
마스터,평점이 생각보다 낮네요 진짜 다시 한번 느낀 연기의 신 이병헌 그 카리스마에 완전 압도 당했습니다 그 외에도 배우들 연기도 다 좋았고 시간 분이 아깝지 않았습니다 그리고 마지막 해피엔딩에서 좀 울컥 현실에서 피해자들도 다 저렇게 피해금액 보상이 되었었으면 얼마나 좋았을까 하고요 이런 영화를 놓칠뻔 했네요 휴
마스터,이병헌의 연기는 언제나처럼 빛을 발한다 잘생긴 배우들의 연기가 눈을 즐겁게 하는 영화 당시 나온 내부자들 더킹 등의 선상에서 비슷한 돈과 권력 풍자 메시지
마스터,아 멋있는척 좀 하지마라 진짜 오글거려서 못보겠네
마스터,현실도 영화처럼 해피앤딩이었음 얼마나 좋을까요 
마스터,
마스터,
마스터,
마스터,
마스터,얼마나 다들 연기를 잘했으면 강동원이 연기못하는 걸로 느껴짐 
마스터,다시봐도 재밌네요
마스터,
마스터,조금 음지루해요
마스터,
마스터,
마스터,굿
마스터,
마스터,
마스터,조희팔 사건이 모티브인가 잼있게 봤습니다
마스터,
마스터,
마스터,짱잼
